HHID,urban,year,month,index,inflation,ctotal,total_W,inctotal,wage_total,w_share,worker,ocupation,sex,age,father_educ,father_ocup,writeread,classeduc,region,familysize,wave,region2,region3,region4,female
H27103-04-01,1,2014,1,1758,1.06875102353536,1339.2934640064093,30411000.0,47.020673630990935,,,0.0,farmer,2.0,42.0,,,0.0,17.0,4.0,5,2013-2014,0,0,1,1
H27104-04-01,1,2014,7,1759,1.06875102353536,1081.9818699980478,3695000.0,,,,,,2.0,38.0,,,0.0,33.0,4.0,7,2013-2014,0,0,1,1
H27106-04-02,1,2014,1,1761,1.08515671048443,1217.7340712619407,490000.0,,,,0.0,nothing,2.0,43.0,,,1.0,,4.0,4,2013-2014,0,0,1,1
H27106-04-03,1,2014,1,1762,1.06875102353536,428.17748803359285,1150000.0,,,,0.0,nothing,2.0,92.0,,,1.0,,4.0,2,2013-2014,0,0,1,1
H27401-04-01,1,2013,10,1766,1.07531979700378,1476.2015189804147,0.0,,,,0.0,nothing,1.0,32.0,,,1.0,11.0,4.0,1,2013-2014,0,0,1,0
H27409-04-01,0,2013,10,1775,1.0747256362995699,1913.6773392450634,0.0,,,,0.0,nothing,1.0,32.0,,,0.0,15.0,4.0,6,2013-2014,0,0,1,0
H27802-04-01,0,2014,8,1778,1.06875102353536,1141.589616262566,0.0,299414.9179305209,,,0.0,businessman,1.0,28.0,,,0.0,17.0,4.0,4,2013-2014,0,0,1,0
H27805-04-02,0,2014,1,1782,1.06875102353536,1057.8204777015083,6610000.0,,,,0.0,nothing,1.0,31.0,73.0,19.0,0.0,32.0,4.0,5,2013-2014,0,0,1,0
H27806-04-02,0,2014,8,1784,1.0747256362995699,822.6755150592642,5495000.0,,,,0.0,nothing,1.0,28.0,,,0.0,34.0,4.0,3,2013-2014,0,0,1,0
H27808-04-01,0,2014,1,1786,1.0731904059908899,2278.633321793749,20380000.0,50317.259359154574,,,0.0,businessman,2.0,55.0,,,1.0,,4.0,8,2013-2014,0,0,1,1
H27905-04-01,0,2013,11,1793,1.0731904059908899,1773.7752023144392,0.0,,,,0.0,nothing,2.0,27.0,,,0.0,15.0,4.0,6,2013-2014,0,0,1,1
H28205-04-02,0,2014,6,1816,1.07531979700378,751.0423274532152,0.0,,,,,,2.0,35.0,13.0,19.0,0.0,13.0,4.0,5,2013-2014,0,0,1,1
H28206-04-02,0,2014,6,1818,1.07578104320216,431.93368124421136,6990000.0,55773.43120065078,,,0.0,businessman,1.0,21.0,2.0,19.0,0.0,15.0,4.0,1,2013-2014,0,0,1,0
H28307-04-01,0,2013,11,1824,1.08552613447724,1076.8706515701538,0.0,534303.1195460921,,,0.0,businessman,1.0,45.0,8.0,14.0,0.0,51.0,4.0,4,2013-2014,0,0,1,0
H28309-04-01,0,2013,10,1825,1.08552613447724,2369.542763077977,0.0,,,,,,2.0,40.0,,,1.0,,4.0,3,2013-2014,0,0,1,1
H28505-04-02,0,2013,10,1832,1.0868319920274498,1901.0392469146439,0.0,,,,0.0,nothing,1.0,27.0,3.0,7.0,0.0,41.0,4.0,3,2013-2014,0,0,1,0
H28511-04-01,0,2014,4,1838,1.07578104320216,431.7037075694615,0.0,,,,,,2.0,38.0,13.0,19.0,1.0,,4.0,6,2013-2014,0,0,1,1
H28511-04-02,1,2014,5,1839,1.07578104320216,1473.1969870927906,0.0,483369.7370723068,,,0.0,businessman,1.0,41.0,,,0.0,17.0,1.0,4,2013-2014,0,0,0,0
H28703-04-01,1,2013,11,1841,1.08552613447724,1171.3104983943615,164000.0,,,,,,1.0,33.0,2.0,19.0,0.0,32.0,4.0,4,2013-2014,0,0,1,0
H28709-04-01,1,2013,11,1844,1.08552613447724,1808.9575184676144,10760000.0,,,,0.0,nothing,2.0,54.0,,,1.0,13.0,4.0,9,2013-2014,0,0,1,1
H28803-04-01,0,2014,5,1846,1.07578104320216,3743.109023647051,0.0,122701.54864143176,,,0.0,businessman,1.0,43.0,,,0.0,31.0,4.0,11,2013-2014,0,0,1,0
H28805-04-01,1,2013,11,1847,1.07578104320216,1811.6894896152082,530000.0,,,,0.0,nothing,1.0,40.0,,,0.0,51.0,4.0,7,2013-2014,0,0,1,0
H28807-04-01,0,2013,11,1848,1.07578104320216,1183.3942235213146,0.0,,,,,,1.0,35.0,,,0.0,23.0,4.0,9,2013-2014,0,0,1,0
H28810-04-01,0,2013,11,1849,1.07578104320216,1163.7386610075396,220000.0,,,,0.0,nothing,1.0,41.0,2.0,19.0,0.0,17.0,4.0,6,2013-2014,0,0,1,0
H29203-04-01,1,2014,3,1857,1.0693649877067402,6335.398371921889,0.0,701350.8097065903,,,0.0,businessman,2.0,26.0,22.0,19.0,0.0,32.0,1.0,6,2013-2014,0,0,0,1
H29208-04-01,1,2013,9,1859,1.0747256362995699,1820.0868491180868,0.0,241922.20899765287,,,0.0,businessman,1.0,57.0,,,0.0,16.0,4.0,7,2013-2014,0,0,1,0
H29210-04-02,1,2013,10,1862,1.06875102353536,14691.500966980486,0.0,-93659.79334352251,,,0.0,businessman,2.0,37.0,,,0.0,34.0,1.0,7,2013-2014,0,0,0,1
H29401-04-01,1,2013,10,1863,1.06875102353536,3692.207972501195,0.0,,,,0.0,nothing,2.0,67.0,,,0.0,12.0,4.0,12,2013-2014,0,0,1,1
H29402-04-01,1,2013,10,1864,1.06875102353536,3349.6804499739,0.0,,,,0.0,nothing,1.0,48.0,3.0,1.0,0.0,61.0,4.0,3,2013-2014,0,0,1,0
H29404-04-01,1,2013,10,1866,1.06875102353536,2483.704320686835,0.0,1164911.165073433,,,0.0,businessman,1.0,60.0,,,0.0,17.0,4.0,5,2013-2014,0,0,1,0
H29405-04-01,1,2014,5,1867,1.06875102353536,1610.7835996019614,0.0,561402.9711197268,,,0.0,businessman,1.0,44.0,,,0.0,17.0,4.0,6,2013-2014,0,0,1,0
H29406-04-01,1,2014,4,1868,1.06875102353536,1666.4850129802123,0.0,,,,0.0,nothing,1.0,46.0,,,0.0,41.0,4.0,5,2013-2014,0,0,1,0
H29407-04-01,1,2014,4,1869,1.06875102353536,2762.934782557027,0.0,561402.9711197268,,,0.0,businessman,1.0,43.0,,,0.0,41.0,4.0,6,2013-2014,0,0,1,0
H29409-04-01,1,2014,4,1871,1.0693649877067402,5208.273098116844,0.0,793.2532715964688,,,0.0,farmer,2.0,99.0,,,1.0,11.0,4.0,3,2013-2014,0,0,1,1
H29410-04-02,1,2014,4,1873,1.0731904059908899,3718.903918588795,0.0,2921301.33674256,,,0.0,businessman,1.0,33.0,,,0.0,61.0,4.0,3,2013-2014,0,0,1,0
H29602-04-02,0,2014,5,1884,1.07531979700378,1033.2260271266189,4500000.0,,,,0.0,nothing,1.0,24.0,14.0,19.0,0.0,13.0,4.0,3,2013-2014,0,0,1,0
H29603-04-02,1,2014,7,1887,1.08552613447724,980.0092702119916,14917000.0,-2349091.301452646,,,0.0,businessman,1.0,34.0,15.0,19.0,0.0,41.0,4.0,3,2013-2014,0,0,1,0
H29604-04-03,0,2014,5,1890,1.07592128257322,593.9912822719194,3997000.0,,,,0.0,nothing,,,,,,,,1,2013-2014,0,0,0,0
H29605-04-01,0,2013,11,1891,1.07592128257322,885.5347427283231,7023000.0,,,,,,2.0,69.0,,,1.0,13.0,4.0,1,2013-2014,0,0,1,1
H29606-04-01,1,2013,11,1892,1.08552613447724,278.4764714047156,0.0,,,,0.0,nothing,1.0,35.0,,,1.0,,4.0,4,2013-2014,0,0,1,0
H29702-04-02,0,2014,8,1902,1.07578104320216,896.4661308842121,0.0,,,,0.0,nothing,2.0,23.0,15.0,19.0,0.0,14.0,4.0,3,2013-2014,0,0,1,1
H29706-04-01,0,2014,8,1906,1.0965546293128199,1098.1905429985886,37425000.0,63836.30886120742,,,0.0,businessman,2.0,60.0,,,1.0,,4.0,5,2013-2014,0,0,1,1
H29706-04-02,0,2014,8,1907,1.0965546293128199,809.8238685722773,37425000.0,155031.03580578946,,,0.0,businessman,1.0,31.0,,,0.0,41.0,4.0,3,2013-2014,0,0,1,0
H29706-04-03,0,2014,10,1908,1.0965546293128199,2225.781795834775,37425000.0,273584.1808337461,,,0.0,businessman,1.0,30.0,,,0.0,17.0,4.0,8,2013-2014,0,0,1,0
H29707-04-01,0,2014,8,1909,1.0965546293128199,1029.3773708127503,0.0,,,,,,1.0,33.0,16.0,19.0,0.0,15.0,4.0,1,2013-2014,0,0,1,0
H29707-04-03,1,2014,8,1911,1.07592128257322,2359.653497927753,0.0,,,,,,2.0,51.0,,,0.0,41.0,1.0,3,2013-2014,0,0,0,1
H29710-04-02,1,2014,10,1917,1.07578104320216,3036.4430412048137,19430007.0,,,,0.0,nothing,1.0,28.0,41.0,19.0,0.0,61.0,4.0,2,2013-2014,0,0,1,0
H29710-04-03,1,2014,9,1918,1.07578104320216,3333.2528151788238,0.0,55773.43120065078,,,0.0,businessman,1.0,25.0,8.0,19.0,0.0,61.0,1.0,2,2013-2014,0,0,0,0
H29801-04-01,1,2013,12,1919,1.0965546293128199,2730.247212832393,0.0,,,,0.0,nothing,1.0,45.0,,,0.0,14.0,4.0,12,2013-2014,0,0,1,0
H29803-04-02,1,2014,6,1922,1.07578104320216,1345.7771979267086,0.0,921191.1719974156,,,0.0,businessman,2.0,20.0,13.0,19.0,0.0,51.0,4.0,3,2013-2014,0,0,1,1
H29807-04-02,1,2014,6,1926,1.07578104320216,1420.0155748068905,0.0,111546.86240130157,,,0.0,businessman,1.0,28.0,73.0,19.0,0.0,41.0,4.0,2,2013-2014,0,0,1,0
H29902-04-07,1,2014,10,1935,1.0747256362995699,1694.1245522600268,0.0,,,,0.0,nothing,2.0,26.0,8.0,19.0,0.0,33.0,1.0,1,2013-2014,0,0,0,1
H29903-04-02,0,2014,1,1937,1.06875102353536,1356.5826040030354,0.0,636256.700602357,,,0.0,businessman,1.0,29.0,73.0,19.0,0.0,17.0,4.0,2,2013-2014,0,0,1,0
H29906-04-02,0,2014,6,1941,1.06875102353536,1232.1586676256438,0.0,,,,,,2.0,36.0,8.0,19.0,0.0,13.0,4.0,4,2013-2014,0,0,1,1
H30002-04-01,1,2014,1,1948,1.0747256362995699,1135.2073247108008,7190000.0,,,,0.0,nothing,1.0,33.0,,,1.0,12.0,4.0,2,2013-2014,0,0,1,0
H30002-04-02,0,2014,1,1949,1.0731904059908899,1099.9826806977162,7190000.0,,,,0.0,nothing,2.0,30.0,41.0,1.0,0.0,15.0,4.0,3,2013-2014,0,0,1,1
H30303-04-01,0,2013,11,1957,1.09481231747301,4246.2304720030015,71920000.0,511824.5061809942,,,0.0,businessman,1.0,35.0,,,0.0,13.0,4.0,11,2013-2014,0,0,1,0
H30307-04-01,0,2013,11,1960,1.07004113303359,1886.796060922829,0.0,,,,0.0,nothing,2.0,55.0,,,1.0,,4.0,5,2013-2014,0,0,1,1
H30308-04-01,0,2014,5,1961,1.07004113303359,794.9918456894342,0.0,345781.0999760747,,,0.0,businessman,1.0,28.0,,,0.0,32.0,4.0,5,2013-2014,0,0,1,0
H30309-04-01,0,2014,5,1962,1.07004113303359,3345.7863672035473,31825000.0,197.24872659566986,,,0.0,farmer,1.0,47.0,,,0.0,14.0,4.0,13,2013-2014,0,0,1,0
H30309-04-02,0,2014,5,1963,1.0747256362995699,2412.980086265293,1070000.0,130265.80484489,,,0.0,businessman,1.0,28.0,,,1.0,,4.0,4,2013-2014,0,0,1,0
H30309-04-03,1,2014,7,1964,1.0747256362995699,2322.7073466415104,31825000.0,381492.7141886064,,,0.0,businessman,1.0,24.0,,,0.0,51.0,4.0,3,2013-2014,0,0,1,0
H30310-04-01,0,2014,5,1965,1.0747256362995699,1825.3382755433515,0.0,157.11116866819108,,,0.0,farmer,1.0,60.0,,,0.0,16.0,4.0,8,2013-2014,0,0,1,0
H30502-04-01,1,2014,1,1977,1.0693649877067402,6301.924414143073,7645000.0,1486864.6517123843,,,0.0,businessman,1.0,63.0,,,0.0,41.0,4.0,7,2013-2014,0,0,1,0
H30502-04-02,1,2014,10,1978,1.0693649877067402,2965.40947998875,0.0,280540.3238826361,,,0.0,businessman,1.0,29.0,,,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H30502-04-03,1,2014,10,1979,1.0693649877067402,4508.175754377837,0.0,,,,0.0,nothing,1.0,33.0,61.0,1.0,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H30504-04-01,1,2014,1,1981,1.0868319920274498,3588.4214294216304,4430000.0,1426163.3917387037,,,0.0,businessman,2.0,45.0,,,0.0,51.0,4.0,3,2013-2014,0,0,1,1
H30505-04-01,1,2014,1,1982,1.0868319920274498,1320.3202716010699,0.0,1361756.0127569558,,,0.0,businessman,2.0,58.0,,,0.0,41.0,4.0,2,2013-2014,0,0,1,1
H30507-04-01,1,2014,1,1983,1.0868319920274498,4180.664441259389,17180000.0,,,,,,1.0,46.0,,,0.0,34.0,4.0,1,2013-2014,0,0,1,0
H30511-04-02,1,2014,7,1987,1.08515671048443,2578.3160721330664,0.0,,,,0.0,nothing,1.0,31.0,17.0,19.0,0.0,36.0,1.0,3,2013-2014,0,0,0,0
H30603-04-01,0,2014,2,1990,1.0731904059908899,604.0215329301199,0.0,,,,,,2.0,52.0,,,1.0,,4.0,3,2013-2014,0,0,1,1
H30605-04-02,1,2014,2,1993,1.0731904059908899,3870.9030971635357,0.0,,,,0.0,nothing,1.0,31.0,,,0.0,41.0,1.0,4,2013-2014,0,0,0,0
H30605-04-03,0,2014,10,1994,1.0731904059908899,1284.3336977849815,0.0,,,,0.0,nothing,2.0,29.0,,,0.0,41.0,4.0,1,2013-2014,0,0,1,1
H30608-04-01,0,2014,8,1996,1.0868319920274498,1635.1327692153873,5050000.0,285232.67834774073,,,0.0,businessman,1.0,38.0,10.0,19.0,1.0,,4.0,7,2013-2014,0,0,1,0
H30701-04-04,1,2014,10,2000,1.0693649877067402,1707.6056345093868,0.0,757458.8744831176,,,0.0,businessman,1.0,27.0,,,0.0,17.0,4.0,2,2013-2014,0,0,1,0
H30702-04-03,0,2014,6,2003,1.06875102353536,662.4127822138215,0.0,,,,,,1.0,25.0,13.0,19.0,0.0,51.0,4.0,3,2013-2014,0,0,1,0
H30706-04-03,1,2013,10,2008,1.08515671048443,842.7671617691024,0.0,136846.59419717122,,,0.0,businessman,1.0,26.0,,,0.0,32.0,4.0,3,2013-2014,0,0,1,0
H30706-04-04,0,2014,4,2009,1.08515671048443,699.9904780100965,0.0,,,,,,1.0,29.0,,,0.0,14.0,4.0,4,2013-2014,0,0,1,0
H30707-04-01,0,2014,4,2010,1.07004113303359,1165.7182984961676,0.0,,,,,,1.0,40.0,,,1.0,,4.0,10,2013-2014,0,0,1,0
H30708-04-01,0,2014,4,2011,1.07004113303359,1638.6094763601457,0.0,210.39864170204785,,,0.0,farmer,1.0,38.0,1.0,19.0,0.0,12.0,4.0,11,2013-2014,0,0,1,0
H30806-04-02,0,2014,4,2019,1.0747256362995699,2438.3164203334877,0.0,,,,,,1.0,73.0,,,0.0,14.0,4.0,11,2013-2014,0,0,1,0
H30901-04-02,1,2014,1,2025,1.08515671048443,1312.277314449666,0.0,68008.61044950328,,,0.0,businessman,2.0,39.0,,,0.0,15.0,4.0,3,2013-2014,0,0,1,1
H30903-04-01,1,2013,11,2026,1.08515671048443,2118.7090926274045,0.0,248811.9894494022,,,0.0,businessman,1.0,31.0,1.0,7.0,0.0,15.0,4.0,9,2013-2014,0,0,1,0
H30904-04-01,1,2013,11,2027,1.08515671048443,903.112396870838,0.0,,,,,,2.0,35.0,,,0.0,15.0,4.0,1,2013-2014,0,0,1,1
H30905-04-02,0,2014,10,2029,1.08515671048443,820.7878169888362,0.0,368610.3547398552,,,0.0,businessman,2.0,24.0,15.0,19.0,0.0,51.0,4.0,2,2013-2014,0,0,1,1
H30906-04-01,0,2013,11,2030,1.08515671048443,1204.0548680275454,0.0,90.76721312823031,,,0.0,farmer,2.0,61.0,,,1.0,,4.0,10,2013-2014,0,0,1,1
H30908-04-01,0,2014,5,2033,1.08515671048443,939.1627970614853,7415000.0,,,,0.0,nothing,1.0,57.0,,,0.0,10.0,4.0,6,2013-2014,0,0,1,0
H30910-04-02,1,2014,7,2036,1.0693649877067402,886.6622423313063,0.0,,,,,,2.0,22.0,36.0,19.0,0.0,32.0,1.0,1,2013-2014,0,0,0,1
H31001-04-01,0,2014,2,2038,1.0693649877067402,1502.7132017984507,0.0,,,,,,1.0,39.0,73.0,23.0,0.0,33.0,4.0,7,2013-2014,0,0,1,0
H31005-04-02,1,2014,8,2042,1.0868319920274498,3015.5700991677977,1180000.0,695599.6930028775,,,0.0,businessman,1.0,42.0,,,0.0,31.0,1.0,4,2013-2014,0,0,0,0
H31101-04-01,1,2013,12,2047,1.0868319920274498,4977.814785461409,0.0,110412.64968299645,,,0.0,businessman,1.0,42.0,,,0.0,61.0,1.0,1,2013-2014,0,0,0,0
H31101-04-02,1,2013,12,2048,1.09481231747301,3498.391112307146,0.0,867728.636989344,,,0.0,businessman,1.0,44.0,,,0.0,34.0,1.0,7,2013-2014,0,0,0,0
H31101-04-03,1,2013,12,2049,1.09481231747301,2040.7752271813529,0.0,538905.1534986453,,,0.0,businessman,1.0,30.0,,,0.0,16.0,1.0,4,2013-2014,0,0,0,0
H31701-04-01,0,2013,11,2059,1.0731904059908899,894.7399891456963,0.0,,,,,,1.0,67.0,,,0.0,16.0,4.0,6,2013-2014,0,0,1,0
H31703-04-03,1,2014,6,2063,1.0868319920274498,3251.1299465522857,0.0,,,,0.0,nothing,1.0,26.0,,,0.0,51.0,1.0,2,2013-2014,0,0,0,0
H31704-04-01,0,2013,11,2064,1.0868319920274498,3570.3173099678193,0.0,,,,,,1.0,56.0,,,0.0,61.0,4.0,1,2013-2014,0,0,1,0
H31901-04-01,0,2013,9,2071,1.0693649877067402,694.9280392440082,0.0,,,,,,1.0,41.0,,,0.0,13.0,4.0,1,2013-2014,0,0,1,0
H31908-04-01,0,2014,3,2076,1.07578104320216,1694.9778496796655,0.0,206492.49296992188,,,0.0,businessman,1.0,46.0,,,0.0,17.0,4.0,10,2013-2014,0,0,1,0
H32106-04-02,1,2014,5,2086,1.0693649877067402,5689.307608011768,0.0,135.3417904145634,,,0.0,farmer,1.0,38.0,,,0.0,61.0,4.0,6,2013-2014,0,0,1,0
H32106-04-03,1,2014,5,2087,1.0693649877067402,1974.818913020192,0.0,467567.2064710602,,,0.0,businessman,1.0,31.0,,19.0,0.0,51.0,4.0,4,2013-2014,0,0,1,0
H32201-04-01,0,2014,1,2092,1.0747256362995699,769.2980026271222,371001.0,7722.901287232764,,,0.0,businessman,2.0,56.0,,,0.0,15.0,4.0,3,2013-2014,0,0,1,1
H32209-04-02,0,2014,7,2101,1.0868319920274498,766.4195795495772,9732000.0,,,,0.0,nothing,1.0,32.0,,5.0,0.0,22.0,4.0,4,2013-2014,0,0,1,0
H32401-04-01,1,2014,1,2102,1.0868319920274498,3636.544953235005,0.0,,,,0.0,nothing,1.0,33.0,,,1.0,,1.0,6,2013-2014,0,0,0,0
H32402-04-01,1,2014,1,2103,1.0868319920274498,4957.89669726075,0.0,1242142.3089337095,,,0.0,businessman,1.0,33.0,,1.0,0.0,61.0,1.0,3,2013-2014,0,0,0,0
H32403-04-01,1,2014,1,2104,1.0868319920274498,1849.109945313877,0.0,460052.7070124851,,,0.0,businessman,2.0,49.0,,,0.0,34.0,1.0,3,2013-2014,0,0,0,1
H32404-04-01,1,2014,1,2105,1.0868319920274498,2289.228558519115,0.0,1104126.4968299642,,,0.0,businessman,1.0,34.0,,19.0,0.0,17.0,1.0,4,2013-2014,0,0,0,0
H32405-04-01,1,2014,1,2106,1.0868319920274498,3658.5259862850153,0.0,276031.62420749106,,,0.0,businessman,1.0,30.0,,,0.0,31.0,1.0,4,2013-2014,0,0,0,0
H32406-04-01,1,2014,7,2107,1.0868319920274498,2538.056698086412,0.0,,,,0.0,nothing,1.0,41.0,,19.0,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H32407-04-01,1,2014,7,2108,1.0868319920274498,2660.914311549237,0.0,,,,0.0,nothing,1.0,34.0,,5.0,0.0,31.0,1.0,1,2013-2014,0,0,0,0
H32409-04-01,1,2014,1,2110,1.0868319920274498,2617.0233814785033,0.0,,,,,,1.0,38.0,12.0,21.0,0.0,16.0,1.0,4,2013-2014,0,0,0,0
H32410-04-01,1,2014,7,2111,1.0868319920274498,1386.4412108243234,0.0,,,,0.0,nothing,1.0,19.0,,19.0,0.0,33.0,1.0,2,2013-2014,0,0,0,0
H32501-04-01,0,2014,7,2112,1.0868319920274498,2529.0281132491714,0.0,,,,,,1.0,48.0,8.0,19.0,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H32502-04-01,1,2014,1,2113,1.0731904059908899,1160.2803756184046,0.0,,,,,,1.0,43.0,33.0,5.0,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H32503-04-01,1,2014,7,2114,1.0731904059908899,1597.2909812670052,0.0,,,,,,1.0,44.0,,,0.0,32.0,1.0,8,2013-2014,0,0,0,0
H32504-04-01,0,2014,1,2115,1.07578104320216,2745.167008779473,0.0,,,,0.0,nothing,2.0,17.0,,,0.0,32.0,1.0,4,2013-2014,0,0,0,1
H32505-04-01,1,2014,1,2116,1.07578104320216,1691.1976574009648,0.0,650690.0306742593,,,0.0,businessman,2.0,25.0,15.0,19.0,0.0,17.0,1.0,1,2013-2014,0,0,0,1
H32506-04-01,1,2014,7,2117,1.07578104320216,2456.334446648348,0.0,232389.2966693783,,,0.0,businessman,1.0,45.0,,,0.0,33.0,1.0,5,2013-2014,0,0,0,0
H32507-04-01,0,2014,1,2118,1.07578104320216,1200.3188486474355,0.0,,,,0.0,nothing,1.0,27.0,,,0.0,33.0,1.0,2,2013-2014,0,0,0,0
H32508-04-01,1,2014,7,2119,1.07578104320216,1474.9936564267734,0.0,,,,0.0,nothing,2.0,23.0,34.0,19.0,0.0,34.0,1.0,3,2013-2014,0,0,0,1
H32509-04-01,1,2014,1,2120,1.0965546293128199,2094.641939005205,0.0,,,,0.0,nothing,1.0,38.0,,,1.0,14.0,1.0,5,2013-2014,0,0,0,0
H32510-04-01,1,2014,7,2121,1.07578104320216,1334.7815816027314,0.0,232389.2966693783,,,0.0,businessman,1.0,60.0,,,0.0,14.0,1.0,2,2013-2014,0,0,0,0
H32601-04-01,1,2014,4,2122,1.07578104320216,1605.5037168473066,0.0,,,,,,1.0,27.0,,,0.0,17.0,1.0,1,2013-2014,0,0,0,0
H32602-04-01,1,2014,3,2123,1.07578104320216,4918.346368392083,0.0,228208.64476282636,,,0.0,businessman,1.0,57.0,,,0.0,61.0,1.0,6,2013-2014,0,0,0,0
H32603-04-01,1,2014,4,2124,1.07578104320216,5469.49265328474,0.0,,,,,,1.0,27.0,,,0.0,15.0,1.0,2,2013-2014,0,0,0,0
H32604-04-01,1,2014,3,2125,1.0965546293128199,1168.1317999743594,0.0,,,,0.0,nothing,2.0,21.0,34.0,19.0,0.0,41.0,1.0,1,2013-2014,0,0,0,1
H32605-04-01,1,2014,3,2126,1.0965546293128199,5321.246459407582,0.0,1522951.93997452,,,0.0,businessman,1.0,35.0,36.0,5.0,0.0,36.0,1.0,5,2013-2014,0,0,0,0
H32606-04-01,1,2014,3,2127,1.0965546293128199,1925.4997258148087,0.0,36477.890777832814,,,0.0,businessman,1.0,21.0,34.0,19.0,0.0,31.0,1.0,3,2013-2014,0,0,0,0
H32607-04-01,1,2014,3,2128,1.0965546293128199,6685.665012830072,0.0,574526.7797508668,,,0.0,businessman,1.0,45.0,,,0.0,33.0,1.0,9,2013-2014,0,0,0,0
H32608-04-01,1,2014,3,2129,1.0747256362995699,2735.09395070923,0.0,,,,0.0,nothing,1.0,24.0,13.0,19.0,0.0,32.0,1.0,2,2013-2014,0,0,0,0
H32609-04-01,1,2014,3,2130,1.0747256362995699,3456.445710700204,0.0,260531.60968978,,,0.0,businessman,1.0,32.0,,,0.0,31.0,1.0,3,2013-2014,0,0,0,0
H32610-04-01,1,2014,3,2131,1.0747256362995699,1888.2115179499444,0.0,,,,0.0,nothing,2.0,35.0,51.0,10.0,0.0,14.0,1.0,7,2013-2014,0,0,0,1
H32701-04-01,1,2013,12,2132,1.0747256362995699,5960.440930023644,0.0,2043312.19599556,,,0.0,businessman,1.0,73.0,,,0.0,61.0,1.0,9,2013-2014,0,0,0,0
H32702-04-01,1,2013,12,2133,1.0747256362995699,14366.409280173491,0.0,,,,0.0,nothing,1.0,69.0,,,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H32703-04-01,1,2013,12,2134,1.0747256362995699,5933.896048504155,0.0,2326175.0865158928,,,0.0,businessman,1.0,31.0,73.0,10.0,0.0,61.0,1.0,5,2013-2014,0,0,0,0
H32704-04-01,1,2013,12,2135,1.0747256362995699,4146.540692858609,0.0,1367790.950871345,,,0.0,businessman,1.0,45.0,,,0.0,36.0,1.0,4,2013-2014,0,0,0,0
H32705-04-01,1,2013,12,2136,1.0747256362995699,38365.770465410715,0.0,,,,0.0,nothing,1.0,46.0,61.0,10.0,0.0,61.0,1.0,4,2013-2014,0,0,0,0
H32707-04-01,1,2014,6,2137,1.0747256362995699,4374.150462852271,0.0,2800714.8041651347,,,0.0,businessman,1.0,38.0,51.0,1.0,0.0,51.0,1.0,4,2013-2014,0,0,0,0
H32708-04-01,1,2014,6,2138,1.0747256362995699,6782.181259555121,0.0,1674846.0622914424,,,0.0,businessman,2.0,41.0,,,0.0,51.0,1.0,7,2013-2014,0,0,0,1
H32709-04-01,1,2014,6,2139,1.0693649877067402,3098.1123946820894,0.0,392756.45343569055,,,0.0,businessman,2.0,47.0,,,0.0,51.0,1.0,4,2013-2014,0,0,0,1
H32710-04-01,1,2014,6,2140,1.0693649877067402,3403.2821047995417,0.0,,,,0.0,nothing,1.0,30.0,,,0.0,32.0,1.0,6,2013-2014,0,0,0,0
H32801-04-01,1,2013,11,2141,1.0693649877067402,2774.8320443408916,0.0,514323.9271181662,,,0.0,businessman,1.0,29.0,,,0.0,51.0,1.0,3,2013-2014,0,0,0,0
H32802-04-01,1,2013,11,2142,1.0693649877067402,7440.892094945516,0.0,7481075.303536963,,,0.0,businessman,1.0,51.0,,,0.0,31.0,1.0,2,2013-2014,0,0,0,0
H32803-04-01,1,2014,6,2143,1.0693649877067402,2228.6932169949455,0.0,,,,0.0,nothing,1.0,30.0,5.0,5.0,0.0,61.0,1.0,2,2013-2014,0,0,0,0
H32804-04-01,1,2013,11,2144,1.0693649877067402,3033.3334180734087,0.0,,,,0.0,nothing,2.0,53.0,,,0.0,32.0,1.0,8,2013-2014,0,0,0,1
H32805-04-01,1,2013,11,2145,1.0693649877067402,4447.553910754645,0.0,,,,,,1.0,63.0,,,1.0,15.0,1.0,7,2013-2014,0,0,0,0
H32806-04-01,1,2014,6,2146,1.0693649877067402,9378.492015265578,0.0,2291079.311708195,,,0.0,businessman,2.0,75.0,,,0.0,,1.0,8,2013-2014,0,0,0,1
H32807-04-01,1,2014,6,2147,1.0693649877067402,3244.2988798414094,0.0,,,,0.0,nothing,1.0,31.0,,,0.0,34.0,1.0,6,2013-2014,0,0,0,0
H32810-04-01,1,2013,11,2148,1.0693649877067402,5570.558200556682,0.0,,,,0.0,nothing,2.0,29.0,34.0,1.0,0.0,34.0,1.0,3,2013-2014,0,0,0,1
H32901-04-01,1,2014,3,2149,1.0693649877067402,12887.949465565527,0.0,18796201.70013662,,,0.0,businessman,1.0,43.0,,,0.0,61.0,1.0,6,2013-2014,0,0,0,0
H32902-04-01,1,2014,3,2150,1.0693649877067402,3351.7336557794647,0.0,,,,0.0,nothing,1.0,41.0,6.0,10.0,0.0,51.0,1.0,4,2013-2014,0,0,0,0
